Sku,Delivery_time,Product_id,category,level,url,brand,title,Variant,source_url,desc1,um,region_name,price1,Saller,price,desc
BSUPVAS53,,3193,grade cement,,http://www.materialtree.com/vasavadatta-birla-shakti-53-grade-cement,Kesoram,Vasavadatta Birla Shakti 53 Grade Cement,,, Class / Grade   53 OPC Grade  Thickness   No  Brand / Manufacturer   Kesoram  Unit   Bag  Standard Code   IS 12269 (1987)  Color   Grey  Shape   No  Size   No  Delivery Time (Days)   1-3 Days ', Per Bag,,,BuildSupplies',368 ,"Birla Shakti has two cement manufacturing plants located at Sedam, Karnataka (the ""Vasavadatta Cement Plant"") and Basantnagar, Andhra Pradesh (the ""Kesoram Cement Plant""). Our cement business has been in operation for over 40 years, catering to the regional demands predoimnently in Karnataka, Andhra Pradesh and Maharashtra. Our plants are strategically located near our leased limestone deposits in the states of Karnataka and Andhra Pradesh. Presently, we have a combined total installed capacity of 7.25 million MT.'"
BSUPJAYPPC,,24,cement ppc,,http://www.materialtree.com/jaypee-cement-ppc,Jaypee Cement,Jaypee Cement PPC,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   Jaypee Cement PPC  Class / Grade   PPC Grade  Standard Code   IS 1489-1 (1991)  Color   Grey  Brand / Manufacturer   Jaypee Cement ', Per Bag,,,BuildSupplies',370 ,Jaypee cement(PPC) is superior in quality and mostly preferred by the engineers and construction companies for mega projects. The world class technologies are applied to manufacture better quality cement.'
BSUPPRIPPC,,44,grade cement,,http://www.materialtree.com/priya-ppc-grade-cement,Rain Industries,Priya PPC Grade Cement,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   Priya PPC Cement  Class / Grade   PPC Grade  Standard Code   IS 1489-1 (1991)  Color   Grey  Brand / Manufacturer   Rain Industries ', Per Bag,,,BuildSupplies',335 ,Priya Gold Cement(PPC) is an excellent cement product that builds trust and confidence with its high quality product and services. With years of experience and confidence in the cement production marching towards the perfection.'
BSUPVAS43,,3190,grade cement,,http://www.materialtree.com/birla-shakti-43-grade-cement,Kesoram,Vasavadatta Birla Shakti 43 Grade Cement,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   Vasavadatta Birla Shakti 43 Cement  Class / Grade   43 OPC Grade  Standard Code   IS 8112 (1989)  Color   Grey  Brand / Manufacturer   Kesoram ', Per Bag,,,BuildSupplies',362 ,"Birla Shakti has two cement manufacturing plants located at Sedam, Karnataka (the ""Vasavadatta Cement Plant"") and Basantnagar, Andhra Pradesh (the ""Kesoram Cement Plant""). Our cement business has been in operation for over 40 years, catering to the regional demands predoimnently in Karnataka, Andhra Pradesh and Maharashtra. Our plants are strategically located near our leased limestone deposits in the states of Karnataka and Andhra Pradesh. Presently, we have a combined total installed capacity of 7.25 million MT.'"
BSUPNAG53,,36,grade cement,,http://www.materialtree.com/nagarjuna-53-grade-cement,Nagarjuna Cement,Nagarjuna 53 Grade Cement,,, Unit   Bag  Delivery Time (Days)   1-5 Days  Brand Name   Nagarjuna 53 Cement  Class / Grade   53 OPC Grade  Standard Code   IS 12269 (1987)  Color   Grey  Brand / Manufacturer   Nagarjuna Cement ', Per Bag,,,BuildSupplies',325 ,"Nagarjuna cement OPC-53 Grade is famous for the strength and quality cement. Nagarjuna 53 grade cement is high strength cement which can be used for pre-stressed concrete structures, flyovers, bridges, high rise buildings, etc.'"
BSUPPEN53,,42,grade cement,,http://www.materialtree.com/penna-premium-opc-53-grade-cement,Penna Cements,Penna Premium OPC 53 Grade Cement,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   Penna Premium OPC 53 Cement  Class / Grade   53 OPC Grade  Standard Code   IS 12269 (1987)  Color   Grey  Brand / Manufacturer   Penna Cements ', Per Bag,,,BuildSupplies',349 ,"This is an Ordinary Portland Cement which has minimum 28 days strength of 530 Kg/CM2 (53 MPa) and is designed to meet all the specifications mentioned in BIS IS: 12269 (1987). Created from superior quality clinker  & gypsum , Penna OPC 53 Grade provides high strength to structures because of its optimum particle size distribution, superior crystallized structure and balanced phase composition.'"
BSUPVASPPC,,50,grade cement,,http://www.materialtree.com/birla-shakti-ppc-grade-cement,Kesoram,Vasavadatta Birla Shakti PPC Grade Cement,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   Vasavadatta Birla Shakti PPC Cement  Class / Grade   PPC Grade  Standard Code   IS 1489-1 (1991)  Color   Grey  Brand / Manufacturer   Kesoram ', Per Bag,,,BuildSupplies',360 ,"Birla Shakti has two cement manufacturing plants located at Sedam, Karnataka and Basantnagar, Andhra Pradesh (the ""Kesoram Cement Plant""). Our cement business has been in operation for over 40 years, catering to the regional demands predoimnently in Karnataka, Andhra Pradesh and Maharashtra. Our plants are strategically located near our leased limestone deposits in the states of Karnataka and Andhra Pradesh. Presently, we have a combined total installed capacity of 7.25 million MT.'"
BSUPJCORMC20,,204,mix concrete,,http://www.materialtree.com/jyothi-conmix-m20-grade-opc-ready-mix-concrete,Gunite,M20 Grade Jyothi Conmix OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Ivory  Brand / Manufacturer   Gunite  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4250 ,Jyothi Conmix M20 Grade OPC Ready Mix Concrete.'
BSUPJTORMC20,,3336,mix concrete,,http://www.materialtree.com/m20-grade-janatha-opc-ready-mix-concrete,Janatha,M20 Grade Janatha OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Grey  Brand / Manufacturer   Janatha  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4000 ,Janatha M20 Grade OPC Ready Mix Concrete.'
BSUPJTORMC25,,3337,mix concrete,,http://www.materialtree.com/m25-grade-janatha-opc-ready-mix-concrete,Janatha,M25 Grade Janatha OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Grey  Brand / Manufacturer   Janatha  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4300 ,Janatha M25 Grade OPC Ready Mix Concrete'
BSUPCOR43,,17,grade cement,,http://www.materialtree.com/coromandel-43-grade-cement,Coromandel/India Cements,Coromandel 43 Grade Cement,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   Coramandel 43 Cement  Class / Grade   43 OPC Grade  Standard Code   IS 8112 (1989)  Color   Grey  Brand / Manufacturer   Coromandel/India Cements ', Per Bag,,,BuildSupplies',373 ,"Coromandel King(OPC-43 Grade) is six decades old cement company, which manufactures superior quality cement in the world. High quality cement is made with world class state of art technology. The royal quality and uniqueness are offered in every single particle of cement.'"
BSUPJCORMC25,,202,mix concrete,,http://www.materialtree.com/jyothi-conmix-m25-grade-opc-ready-mix-concrete,Gunite,M25 Grade Jyothi Conmix OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Ivory  Brand / Manufacturer   Gunite  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4400 ,Jyothi Conmix M25 Grade OPC Ready Mix Concrete'
BSUPACCORMC20,,3333,mix concrete,,http://www.materialtree.com/m20-grade-acc-opc-ready-mix-concrete,ACC Limited,M20 Grade  ACC OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Grey  Brand / Manufacturer   ACC Limited  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4400 ,ACC M20 Grade OPC Ready Mix Concrete.'
BSUPJTORMC30,,3338,mix concrete,,http://www.materialtree.com/m30-grade-janatha-opc-ready-mix-concrete,Janatha,M30 Grade Janatha OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Grey  Brand / Manufacturer   Janatha  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4600 ,Janatha M30 Grade OPC Ready Mix Concrete'
BSUPGORMC25,,199,mix concrete,,http://www.materialtree.com/gunite-m25-grade-opc-ready-mix-concrete,Gunite,M25 Grade Gunite OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Ivory  Brand / Manufacturer   Gunite  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4400 ,Gunite M25 Grade OPC Ready Mix Concrete. Gunite RMC is certified with Bureau Veritas with no IND146513N. Gunite RMC uses zuari cement with other high quality aggregates to produce a consistent and good quality RMC. The compression strength test report shall be given from gunite after 14 / 28 days.'
BSUPGORMC30,,200,mix concrete,,http://www.materialtree.com/gunite-m30-grade-opc-ready-mix-concrete,Gunite,M30 Grade Gunite OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Ivory  Brand / Manufacturer   Gunite  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4600 ,Gunite M30 Grade OPC Ready Mix Concrete. Gunite RMC is certified with Bureau Veritas with no IND146513N. Gunite RMC uses zuari cement with other high quality aggregates to produce a consistent and good quality RMC. The compression strength test report shall be given from gunite after 14 / 28 days.'
BSUPJCORMC30,,203,mix concrete,,http://www.materialtree.com/jyothi-conmix-m30-grade-opc-ready-mix-concrete,Gunite,M30 Grade Jyothi Conmix OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Ivory  Brand / Manufacturer   Gunite  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4750 ,Jyothi Conmix M30 Grade OPC Ready Mix Concrete'
BSUPGORMC20,,198,mix concrete,,http://www.materialtree.com/gunite-m20-grade-opc-ready-mix-concrete,Gunite,M20 Grade Gunite OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Ivory  Brand / Manufacturer   Gunite  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4300 ,Gunite M20 Grade OPC Ready Mix Concrete. Gunite RMC is certified with Bureau Veritas with no IND146513N. Gunite RMC uses zuari cement with other high quality aggregates to produce a consistent and good quality RMC. The compression strength test report shall be given from gunite after 14 / 28 days.'
BSUPACCORMC25,,3334,mix concrete,,http://www.materialtree.com/m25-grade-acc-opc-ready-mix-concrete,ACC Limited,M25 Grade ACC OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Grey  Brand / Manufacturer   ACC Limited  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4500 ,ACC M25 Grade OPC Ready Mix Concrete'
BSUPACCORMC30,,3335,mix concrete,,http://www.materialtree.com/m30-grade-acc-opc-ready-mix-concrete,ACC Limited,M30 Grade ACC OPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Grey  Brand / Manufacturer   ACC Limited  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4700 ,ACC M30 Grade OPC Ready Mix Concrete'
BSUPACCOPROOF,,5865,lt can,,http://www.materialtree.com/accoproof-integral-water-proofing-admixture-20-lt-can,ACC Limited,ACCOPROOF Integral Water Proofing Admixture -20 Lt Can,,, Unit   Can  Delivery Time (Days)   1-3 Days  Brand Name   ACCOPROOF  Class / Grade   No  Standard Code   No  Color   Ivory  Brand / Manufacturer   ACC Limited ', Per Can,,,BuildSupplies',2000 ,ACCOPROOF Integral Water Proofing Admixture -20 Lt Can'
BSUPMAH53,,33,grade cement,,http://www.materialtree.com/maha-gold-opc-53-grade-cement,Maha,Maha Gold OPC 53 Grade Cement,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   Maha Gold OPC 53 Cement  Class / Grade   53 OPC Grade  Standard Code   IS 12269 (1987)  Color   Grey  Brand / Manufacturer   Maha ', Per Bag,,,BuildSupplies',345 ,"', ', ', ', ', ', '"
BSUPGORMC35,,201,mix concrete,,http://www.materialtree.com/gunite-m35-grade-opc-ready-mix-concrete,Gunite,M35 Grade GuniteOPC Ready Mix Concrete,,, Standard Code   IS 4926 (2003)  Minimum Order Quantity   10  Unit   M\xb3  Color   Ivory  Brand / Manufacturer   Gunite  Delivery Time (Days)   1-3 Days  Shipping   No  Unloading   No  Warranty Summary   No ', Per M\xb3,,,BuildSupplies',4600 ,Gunite M35 Grade OPC Ready Mix Concrete. Gunite RMC is certified with Bureau Veritas with no IND146513N. Gunite RMC uses zuari cement with other high quality aggregates to produce a consistent and good quality RMC. The compression strength test report shall be given from gunite after 14 / 28 days.'
BSUPCCBE50,,2470,cover blocks,,http://www.materialtree.com/50-mm-excel-concrete-cover-blocks,Excel,50 mm Excel Concrete Cover Blocks,,, Thickness   50 mm  Brand / Manufacturer   Excel  Unit   Box  Standard Code   IS 456-2000  Color   Grey  Shape   Square  Minimum Order Quantity   5 Boxes  Size   50 mm  Delivery Time (Days)   1-3 Days  Shipping   No ', Per Box,,,BuildSupplies',337 ,Excel Concrete Cover Blocks'
BSUPCCBE25,,138,cover blocks,,http://www.materialtree.com/25-mm-excel-concrete-cover-blocks,Excel,25 mm Excel Concrete Cover Blocks Suppliers in Bangalore,,, Thickness   25 mm  Brand / Manufacturer   Excel  Unit   Box  Standard Code   IS 456-2000  Color   Grey  Shape   Square  Minimum Order Quantity   10 Boxes  Size   25 mm.  Delivery Time (Days)   1-3 Days  Shipping   No ', Per Box,,,BuildSupplies',337.5 ,Excel Concrete Cover Blocks'
BSUP0.6JSWVGCSHEET8FT,,3344,gc sheet,,http://www.materialtree.com/0-60-mm-thickness-x-8-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.60 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.6  Brand / Manufacturer   JSW  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   59  Unit   Sheet  Square Feet Rate   28 ', Per Sheet,,,BuildSupplies',1620 ,0.60 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUPPRI53,,43,grade cement,,http://www.materialtree.com/priya-gold-53-grade-cement,Rain Industries,Priya Gold 53 Grade Cement,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   Priya Gold 53 Cement  Class / Grade   53 OPC Grade  Standard Code   IS 12269 (1987)  Color   Grey  Brand / Manufacturer   Rain Industries ', Per Bag,,,BuildSupplies',345 ,"Priya Gold, Cement(OPC-53 Grade) emerges as a popular cement that is widely recognized for its quality. With updated world class technology and quality provide a better manufactures and distributes excellent cement.'"
BSUPACCOPLAST,,5863,kgs bag,,http://www.materialtree.com/accoplast-ready-mix-plaster-mortar-40-kgs-bag,ACC Limited,ACCOPLAST Ready Mix Plaster Mortar -40 Kgs Bag,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   ACCOPLAST  Class / Grade   No  Standard Code   No  Color   Grey  Brand / Manufacturer   ACC Limited ', Per Bag,,,BuildSupplies',300 ,"""ACCOPlast-Dry Mortar Bag"" Is carefully Proportioned Blend Of High Quality Raw Materials Including well Graded Fine Aggregates (ECO Sand), Ordinary Portland Cement And Special Performance Powder Admiztures. ACCOPlast Product and tests Conforms To BIS,EN,BS Specifications And Standards. ACCOPlast Comes In Specially Designed high Quality PP Laminated Bags.'"
BSUP0.6JSWVGCSHEET10FT,,3350,gc sheet,,http://www.materialtree.com/0-60-mm-thickness-x-10-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.60 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.6  Brand / Manufacturer   JSW  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   58  Unit   Sheet  Square Feet Rate   28 ', Per Sheet,,,BuildSupplies',1620 ,0.60 mm Thickness. x 10 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.5LDGCSHEET12FT,,3373,gc sheet,,http://www.materialtree.com/0-50-mm-thickness-x-12-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.50 mm Thickness. x 12 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.5  Brand / Manufacturer   Lloyds Steel  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   23 ', Per Sheet,,,BuildSupplies',1356 ,0.50 mm Thickness. x 12 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUPACCOFIX,,5864,kgs bag,,http://www.materialtree.com/accofix-block-joing-mortar-40-kgs-bag,ACC Limited,ACCOFIX Block Joing Mortar -40 Kgs Bag,,, Unit   Bag  Delivery Time (Days)   1-3 Days  Brand Name   ACCOFIX  Class / Grade   No  Standard Code   No  Color   Grey  Brand / Manufacturer   ACC Limited ', Per Bag,,,BuildSupplies',500 ,"""ACCOPlast-Thin Bed Jointing Mortar"" Is carefully Proportioned Blend Of High Quality Raw Materials Including well Graded Fine Aggregates (ECO Sand), Ordinary Portland Cement And Special Performance Powder Admiztures. ACCOPlast Product and tests Conforms To B/S,EN,BS Specifications And Standards. ACCOPlast Comes In Specially Designed high Quality PP Laminated Bags.'"
BSUP0.6LDGCSHEET12FT,,3374,gc sheet,,http://www.materialtree.com/0-60-mm-thickness-x-12-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.60 mm Thickness. x 12 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.6  Brand / Manufacturer   Lloyds Steel  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   58  Unit   Sheet  Square Feet Rate   28 ', Per Sheet,,,BuildSupplies',1620 ,0.60 mm Thickness. x 12 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.6JSWVGCSHEET12FT,,3356,gc sheet,,http://www.materialtree.com/0-60-mm-thickness-x-12-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.60 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.6  Brand / Manufacturer   JSW  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   58  Unit   Sheet  Square Feet Rate   28 ', Per Sheet,,,BuildSupplies',1620 ,0.60 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.35LDGCSHEET8FT,,3358,gc sheet,,http://www.materialtree.com/0-35-mm-thickness-x-8-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.35 mm Thickness. x 8 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.35  Brand / Manufacturer   Lloyds Steel  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   17 ', Per Sheet,,,BuildSupplies',1021 ,0.35 mm Thickness. x 8 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.6LDGCSHEET10FT,,3368,gc sheet,,http://www.materialtree.com/0-60-mm-thickness-x-10-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.60 mm Thickness. x 10 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.6  Brand / Manufacturer   Lloyds Steel  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   58  Unit   Sheet  Square Feet Rate   28 ', Per Sheet,,,BuildSupplies',1620 ,0.60 mm Thickness. x 10 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.35LDGCSHEET10FT,,3364,gc sheet,,http://www.materialtree.com/0-35-mm-thickness-x-10-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.35 mm Thickness. x 10 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.35  Brand / Manufacturer   Lloyds Steel  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   17 ', Per Sheet,,,BuildSupplies',1021 ,0.35 mm Thickness. x 10 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.6LDGCSHEET8FT,,3362,gc sheet,,http://www.materialtree.com/0-60-mm-thickness-x-8-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.60 mm Thickness. x 8 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.6  Brand / Manufacturer   Lloyds Steel  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   59  Unit   Sheet  Square Feet Rate   28 ', Per Sheet,,,BuildSupplies',1620 ,0.60 mm Thickness. x 8 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.35LDGCSHEET12FT,,3370,gc sheet,,http://www.materialtree.com/0-35-mm-thickness-x-12-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.35 mm Thickness. x 12 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.35  Brand / Manufacturer   Lloyds Steel  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   17 ', Per Sheet,,,BuildSupplies',1021 ,0.35 mm Thickness. x 12 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.4LDGCSHEET10FT,,3365,gc sheet,,http://www.materialtree.com/0-40-mm-thickness-x-10-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.40 mm Thickness. x 10 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.4  Brand / Manufacturer   Lloyds Steel  Size   3048 mm x 910 mm (10 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   19 ', Per Sheet,,,BuildSupplies',1141 ,0.40 mm Thickness. x 10 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.4LDGCSHEET12FT,,3371,gc sheet,,http://www.materialtree.com/0-40-mm-thickness-x-12-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.40 mm Thickness. x 12 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.4  Brand / Manufacturer   Lloyds Steel  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   19 ', Per Sheet,,,BuildSupplies',1141 ,0.40 mm Thickness. x 12 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.4LDGCSHEET8FT,,3359,gc sheet,,http://www.materialtree.com/0-40-mm-thickness-x-8-ft-x-3-ft-lloyds-gc-sheet,Lloyds Steel,0.40 mm Thickness. x 8 Ft. x 3 Ft. Lloyds GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.4  Brand / Manufacturer   Lloyds Steel  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   19 ', Per Sheet,,,BuildSupplies',1141 ,0.40 mm Thickness. x 8 Ft. x 3 Ft. Lloyds Galvanised Corrugated Sheet'
BSUP0.4JSWVGCSHEET8FT,,3341,gc sheet,,http://www.materialtree.com/0-40-mm-thickness-x-8-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.40 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.4  Brand / Manufacturer   JSW  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   19 ', Per Sheet,,,BuildSupplies',1141 ,0.40 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.45JSWVGCSHEET8FT,,3342,gc sheet,,http://www.materialtree.com/0-45-mm-thickness-x-8-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.45 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.45  Brand / Manufacturer   JSW  Size   2438 mm x 910 mm (8 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   21 ', Per Sheet,,,BuildSupplies',1238 ,0.45 mm Thickness. x 8 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.45JSWVGCSHEET12FT,,3354,gc sheet,,http://www.materialtree.com/0-45-mm-thickness-x-12-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.45 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.45  Brand / Manufacturer   JSW  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   60  Unit   Sheet  Square Feet Rate   21 ', Per Sheet,,,BuildSupplies',1238 ,0.45 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
BSUP0.4JSWVGCSHEET12FT,,3353,gc sheet,,http://www.materialtree.com/0-40-mm-thickness-x-12-ft-x-3-ft-jsw-vishwas-gc-sheet,JSW,0.40 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas GC Sheet,,, Standard Code   IS 277:92  Minimum Order Quantity   10 Nos  Delivery Time (Days)   1-5 Days  Thickness   0.4  Brand / Manufacturer   JSW  Size   3657 mm x 910 mm (12 Ft. x 3 Ft.)  Rate Per Kg   61  Unit   Sheet  Square Feet Rate   19 ', Per Sheet,,,BuildSupplies',1141 ,0.40 mm Thickness. x 12 Ft. x 3 Ft. JSW Vishwas Galvanised Corrugated Sheet'
