BSUP-FINO-FR-4-Red-90,,4440,,,http://www.materialtree.com/4-0-sq-mm-red-finolex-pvc-fr-power-wires-90-meters-pack,Finolex,4.0 Sq mm. Red Finolex PVC  FR Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   4.0 Sq mm.  Family   Wires  Thickness   4.3  mm. Approximate Diameter  Unit   Coil  Color   Red  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2418 ,4.0 Sq mm. Red Finolex PVC  FR Power Wires (90 Meters Pack)'
BSUP-FINO-FRLS-4-Black-90,,4462,,,http://www.materialtree.com/4-0-sq-mm-black-finolex-pvc-frls-power-wires-90-meters-pack,Finolex,4.0 Sq mm. Black Finolex PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   4.0 Sq mm.  Family   Wires  Thickness   4.3  mm. Approximate Diameter  Unit   Coil  Color   Black  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2500 ,4.0 Sq mm. Black Finolex PVC FRLS Power Wires (90 Meters Pack)'
BSUP-VGUA-FRLS-2.5-Green-90,,4539,,,http://www.materialtree.com/2-5-sq-mm-green-v-guard-pvc-frls-power-wires-90-meters-pack,V-Guard,2.5 Sq mm. Green V-Guard-PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS 7098  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   No  Brand / Manufacturer   V-Guard  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2039 ,2.5 Sq mm. Green V-Guard-PVC FRLS Power Wires (90 Meters Pack)'
BSUP-VGUA-FRLS-2.5-Black-90,,4537,,,http://www.materialtree.com/2-5-sq-mm-black-v-guard-pvc-frls-power-wires-90-meters-pack,V-Guard,2.5 Sq mm. Black V-Guard-PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS 7098  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Black  Brand / Manufacturer   V-Guard  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2039 ,2.5 Sq mm. Black V-Guard-PVC FRLS Power Wires (90 Meters Pack)'
BSUP-VGUA-FRLS-2.5-Red-90,,4540,,,http://www.materialtree.com/2-5-sq-mm-red-v-guard-pvc-frls-power-wires-90-meters-pack,V-Guard,2.5 Sq mm. Red V-Guard-PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS 7098  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Red  Brand / Manufacturer   V-Guard  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2039 ,2.5 Sq mm. Red V-Guard-PVC FRLS Power Wires (90 Meters Pack)'
BSUP-ANCH-ADV-FR-1.5-Red-180,,989,,,http://www.materialtree.com/1-5-sq-mm-red-anchor-advanced-fr-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Red Anchor Advanced FR Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   Red  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1937 ,1.5 Sq mm. Red Anchor Advanced FR Power Wires (180 Meters Pack)'
BSUP-ANCH-ADV-FR-1.5-Green-180,,1018,,,http://www.materialtree.com/1-5-sq-mm-green-anchor-advanced-fr-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Green Anchor Advanced FR Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   No  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1937 ,1.5 Sq mm. Green Anchor Advanced FR Power Wires (180 Meters Pack)'
BSUP-ANCH-ADV-FR-1.5-Yellow-180,,1105,,,http://www.materialtree.com/1-5-sq-mm-yellow-anchor-advanced-fr-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Yellow Anchor Advanced FR Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   No  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1937 ,1.5 Sq mm. Yellow Anchor Advanced FR Power Wires (180 Meters Pack)'
BSUP-VGUA-FRLS-2.5-Blue-90,,4538,,,http://www.materialtree.com/2-5-sq-mm-blue-v-guard-pvc-frls-power-wires-90-meters-pack,V-Guard,2.5 Sq mm. Blue V-Guard-PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS 7098  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Blue  Brand / Manufacturer   V-Guard  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2039 ,2.5 Sq mm. Blue V-Guard-PVC FRLS Power Wires (90 Meters Pack)'
BSUP-ANCH-ADV-FR-1.5-Black-180,,1047,,,http://www.materialtree.com/1-5-sq-mm-black-anchor-advanced-fr-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Black Anchor Advanced FR Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   Black  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1937 ,1.5 Sq mm. Black Anchor Advanced FR Power Wires (180 Meters Pack)'
BSUP-ANCH-ADV-FR-1.5-Blue-180,,1076,,,http://www.materialtree.com/1-5-sq-mm-blue-anchor-advanced-fr-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Blue Anchor Advanced FR Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   Blue  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1937 ,1.5 Sq mm. Blue Anchor Advanced FR Power Wires (180 Meters Pack)'
BSUP-VGUA-FRLS-2.5-Yellow-90,,4541,,,http://www.materialtree.com/2-5-sq-mm-yellow-v-guard-pvc-frls-power-wires-90-meters-pack,V-Guard,2.5 Sq mm. Yellow V-Guard-PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS 7098  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Yellow  Brand / Manufacturer   V-Guard  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2039 ,2.5 Sq mm. Yellow V-Guard-PVC FRLS Power Wires (90 Meters Pack)'
BSUP-ANCH-ADV-FR-4-Green-90,,1002,,,http://www.materialtree.com/4-0-sq-mm-green-anchor-advanced-fr-power-wires-90-meters-pack,Anchor Roma,4.0 Sq mm. Green Anchor Advanced FR Power Wires (90 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   4.0 Sq mm.  Family   Wires  Thickness   4.3  mm. Approximate Diameter  Unit   Coil  Color   No  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2292 ,4.0 Sq mm. Green Anchor Advanced FR Power Wires (90 Meters Pack)'
BSUP-ANCH-FIR-FRLS-1.5-Red-180,,994,,,http://www.materialtree.com/1-5-sq-mm-red-anchor-fireguard-frls-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Red Anchor Fireguard FRLS Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   Red  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2074 ,1.5 Sq mm. Red Anchor Fireguard FRLS Power Wires (180 Meters Pack)'
BSUP-ANCH-FIR-FRLS-1.5-Blue-180,,1081,,,http://www.materialtree.com/1-5-sq-mm-blue-anchor-fireguard-frls-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Blue Anchor Fireguard FRLS Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   Blue  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2074 ,1.5 Sq mm. Blue Anchor Fireguard FRLS Power Wires (180 Meters Pack)'
BSUP-ANCH-FIR-FRLS-1.5-Black-180,,1052,,,http://www.materialtree.com/1-5-sq-mm-black-anchor-fireguard-frls-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Black Anchor Fireguard FRLS Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   Black  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2074 ,1.5 Sq mm. Black Anchor Fireguard FRLS Power Wires (180 Meters Pack)'
BSUP-ANCH-FIR-FRLS-1.5-Yellow-180,,1110,,,http://www.materialtree.com/1-5-sq-mm-yellow-anchor-fireguard-frls-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Yellow Anchor Fireguard FRLS Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   No  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2074 ,1.5 Sq mm. Yellow Anchor Fireguard FRLS Power Wires (180 Meters Pack)'
BSUP-ANCH-ADV-FR-4-Red-90,,973,,,http://www.materialtree.com/4-0-sq-mm-red-anchor-advanced-fr-power-wires-90-meters-pack,Anchor Roma,4.0 Sq mm. Red Anchor Advanced FR Power Wires (90 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   4.0 Sq mm.  Family   Wires  Thickness   4.3  mm. Approximate Diameter  Unit   Coil  Color   Red  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2292 ,4.0 Sq mm. Red Anchor Advanced FR Power Wires (90 Meters Pack)'
BSUP-ANCH-FIR-FRLS-1.5-Green-180,,1023,,,http://www.materialtree.com/1-5-sq-mm-green-anchor-fireguard-frls-power-wires-180-meters-pack,Anchor Roma,1.5 Sq mm. Green Anchor Fireguard FRLS Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   1.5 Sq mm.  Family   Wires  Thickness   3.2  mm. Approximate Diameter  Unit   Coil  Color   No  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2074 ,1.5 Sq mm. Green Anchor Fireguard FRLS Power Wires (180 Meters Pack)'
BSUP-ANCH-ADV-FR-4-Blue-90,,1060,,,http://www.materialtree.com/4-0-sq-mm-blue-anchor-advanced-fr-power-wires-90-meters-pack,Anchor Roma,4.0 Sq mm. Blue Anchor Advanced FR Power Wires (90 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   4.0 Sq mm.  Family   Wires  Thickness   4.3  mm. Approximate Diameter  Unit   Coil  Color   Blue  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2292 ,4.0 Sq mm. Blue Anchor Advanced FR Power Wires (90 Meters Pack)'
BSUP-FINO-FRLS-2.5-Black-90,,4457,,,http://www.materialtree.com/2-5-sq-mm-black-finolex-pvc-frls-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Black Finolex PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Black  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1725 ,2.5 Sq mm. Black Finolex PVC FRLS Power Wires (90 Meters Pack)'
BSUP-ANCH-ADV-FR-4-Black-90,,1031,,,http://www.materialtree.com/4-0-sq-mm-black-anchor-advanced-fr-power-wires-90-meters-pack,Anchor Roma,4.0 Sq mm. Black Anchor Advanced FR Power Wires (90 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   4.0 Sq mm.  Family   Wires  Thickness   4.3  mm. Approximate Diameter  Unit   Coil  Color   Black  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2292 ,4.0 Sq mm. Black Anchor Advanced FR Power Wires (90 Meters Pack)'
BSUP-FINO-FR-2.5-Yellow-90,,4436,,,http://www.materialtree.com/2-5-sq-mm-yellow-finolex-pvc-fr-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Yellow Finolex PVC  FR Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Yellow  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1650 ,2.5 Sq mm. Yellow Finolex PVC  FR Power Wires (90 Meters Pack)'
BSUP-FINO-FR-2.5-Blue-90,,4433,,,http://www.materialtree.com/2-5-sq-mm-blue-finolex-pvc-fr-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Blue Finolex PVC  FR Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Blue  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1650 ,2.5 Sq mm. Blue Finolex PVC  FR Power Wires (90 Meters Pack)'
BSUP-ANCH-ADV-FR-4-Yellow-90,,1089,,,http://www.materialtree.com/4-0-sq-mm-yellow-anchor-advanced-fr-power-wires-90-meters-pack,Anchor Roma,4.0 Sq mm. Yellow Anchor Advanced FR Power Wires (90 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   4.0 Sq mm.  Family   Wires  Thickness   4.3  mm. Approximate Diameter  Unit   Coil  Color   No  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',2292 ,4.0 Sq mm. Yellow Anchor Advanced FR Power Wires (90 Meters Pack)'
BSUP-FINO-FR-2.5-Black-90,,4432,,,http://www.materialtree.com/2-5-sq-mm-black-finolex-pvc-fr-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Black Finolex PVC  FR Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Black  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1650 ,2.5 Sq mm. Black Finolex PVC  FR Power Wires (90 Meters Pack)'
BSUP-FINO-FR-2.5-Red-90,,4435,,,http://www.materialtree.com/2-5-sq-mm-red-finolex-pvc-fr-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Red Finolex PVC  FR Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Red  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1650 ,2.5 Sq mm. Red Finolex PVC  FR Power Wires (90 Meters Pack)'
BSUP-FINO-FR-2.5-Green-90,,4434,,,http://www.materialtree.com/2-5-sq-mm-green-finolex-pvc-fr-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Green Finolex PVC  FR Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Green  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1650 ,2.5 Sq mm. Green Finolex PVC  FR Power Wires (90 Meters Pack)'
BSUP-FINO-FRLS-2.5-Yellow-90,,4461,,,http://www.materialtree.com/2-5-sq-mm-yellow-finolex-pvc-frls-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Yellow Finolex PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Yellow  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1725 ,2.5 Sq mm. Yellow Finolex PVC FRLS Power Wires (90 Meters Pack)'
BSUPPFRWCBL2.5,,3209,,,http://www.materialtree.com/2-5-sq-mm-black-color-polycab-flame-retardant-wire-cables,Polycab,2.5 Sq. mm - Black Color -Polycab Flame Retardant Wire Cables,,, Standard Code   IS 694 : 1990  Conductor Area (Sq mm)   No  Family   Wires  Thickness   0.3MM  Unit   Coil  Color   Black  Brand / Manufacturer   Polycab  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1809 ,2.5 Sq. mm - Black Color -Polycab Flame Retardant Wire Cables'
BSUP-FINO-FRLS-2.5-Blue-90,,4458,,,http://www.materialtree.com/2-5-sq-mm-blue-finolex-pvc-frls-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Blue Finolex PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Blue  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1725 ,2.5 Sq mm. Blue Finolex PVC FRLS Power Wires (90 Meters Pack)'
BSUPPFRWCR2.5,,3206,,,http://www.materialtree.com/2-5-sq-mm-red-color-polycab-flame-retardant-wire-cables,Polycab,2.5 Sq. mm - Red Color -Polycab Flame Retardant Wire Cables,,, Standard Code   IS 694 : 1990  Conductor Area (Sq mm)   No  Family   Wires  Thickness   0.3MM  Unit   Coil  Color   Red  Brand / Manufacturer   Polycab  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1809 ,2.5 Sq. mm - Red Color -Polycab Flame Retardant Wire Cables'
BSUP-FINO-FRLS-2.5-Green-90,,4459,,,http://www.materialtree.com/2-5-sq-mm-green-finolex-pvc-frls-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Green Finolex PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Green  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1725 ,2.5 Sq mm. Green Finolex PVC FRLS Power Wires (90 Meters Pack)'
BSUPPFRWCB2.5,,3208,,,http://www.materialtree.com/2-5-sq-mm-blue-color-polycab-flame-retardant-wire-cables,Polycab,2.5 Sq. mm - Blue Color -Polycab Flame Retardant Wire Cables,,, Standard Code   IS 694 : 1990  Conductor Area (Sq mm)   No  Family   Wires  Thickness   0.3MM  Unit   Coil  Color   Blue  Brand / Manufacturer   Polycab  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1809 ,2.5 Sq. mm - Blue Color -Polycab Flame Retardant Wire Cables'
BSUP-FINO-FRLS-2.5-Red-90,,4460,,,http://www.materialtree.com/2-5-sq-mm-red-finolex-pvc-frls-power-wires-90-meters-pack,Finolex,2.5 Sq mm. Red Finolex PVC FRLS Power Wires (90 Meters Pack),,, Standard Code   IS:694/1990  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   Red  Brand / Manufacturer   Finolex  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1725 ,2.5 Sq mm. Red Finolex PVC FRLS Power Wires (90 Meters Pack)'
BSUPPFRWCY2.5,,3207,,,http://www.materialtree.com/2-5-sq-mm-yellow-color-polycab-flame-retardant-wire-cables,Polycab,2.5 Sq. mm - Yellow Color -Polycab Flame Retardant Wire Cables,,, Standard Code   IS 694 : 1990  Conductor Area (Sq mm)   No  Family   Wires  Thickness   0.3MM  Unit   Coil  Color   Yellow  Brand / Manufacturer   Polycab  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1809 ,2.5 Sq. mm - Yellow Color -Polycab Flame Retardant Wire Cables'
BSUP-VGUA-FR-2.5-Green-90,,4499,,,http://www.materialtree.com/2-5-sq-mm-green-v-guard-pvc-fr-power-wires-90-meters-pack,V-Guard,2.5 Sq mm. Green V-Guard-PVC FR Power Wires (90 Meters Pack),,, Standard Code   IS 7098  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   No  Brand / Manufacturer   V-Guard  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',1887 ,2.5 Sq mm. Green V-Guard-PVC FR Power Wires (90 Meters Pack)'
BSUP-ANCH-FIR-FRLS-2.5-Green-180,,1024,,,http://www.materialtree.com/2-5-sq-mm-green-anchor-fireguard-frls-power-wires-180-meters-pack,Anchor Roma,2.5 Sq mm. Green Anchor Fireguard FRLS Power Wires (180 Meters Pack),,, Standard Code   IS 694  Conductor Area (Sq mm)   2.5 Sq mm.  Family   Wires  Thickness   3.8  mm. Approximate Diameter  Unit   Coil  Color   No  Brand / Manufacturer   Anchor Roma  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Coil,,,BuildSupplies',3270 ,2.5 Sq mm. Green Anchor Fireguard FRLS Power Wires (180 Meters Pack)'
